Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy
1,0.43450685776770115,0.25460069444444444,0.41477517570768085,0.42451533564814814
2,0.3720417022705078,0.6834790426587302,0.3667167638029371,0.7808955439814815
3,0.3464542469009757,0.8510602678571428,0.3401051674570356,0.8875940393518519
4,0.33002352993935347,0.9191902281746032,0.3328988552093506,0.8739872685185185
5,0.3169090524315834,0.9484747023809523,0.3236859823976244,0.9064091435185185
6,0.3062295997515321,0.9659660218253968,0.3009151539632252,0.9727864583333333
7,0.2983927736058831,0.9692522321428572,0.2980903408357075,0.9620587384259259
8,0.2910612979903817,0.9713758680555555,0.2947405470269067,0.9462818287037037
9,0.28303410671651363,0.9739893353174603,0.28341602427618845,0.9619791666666667
10,0.2749662771821022,0.9757719494047619,0.2793199611561639,0.9496672453703704
11,0.26622065622359514,0.9762152777777777,0.2715029077870505,0.9480758101851852
12,0.2584605794399977,0.9780629960317461,0.263128006032535,0.9562644675925925
13,0.2516970350407064,0.9791232638888889,0.25643195318324224,0.9587673611111112
14,0.24485987471416593,0.9806144593253968,0.2479507944413594,0.9585069444444444
15,0.2388192256912589,0.981547619047619,0.240890058023589,0.9718388310185185
16,0.23288496723398566,0.9821893601190477,0.22707758311714446,0.9917390046296296
17,0.22770190751180053,0.9822389632936508,0.23033506103924342,0.9642939814814815
18,0.22304908279329538,0.9827721974206349,0.22691549892936433,0.964113136574074
19,0.21886899136006832,0.9827721974206349,0.22777912552867616,0.9467303240740741
20,0.21478904131799936,0.9834108382936508,0.21602119718279159,0.9743489583333333
21,0.21081374725326896,0.9835100446428572,0.21366465091705322,0.9669632523148148
22,0.2071580784395337,0.9851903521825397,0.2077160935316767,0.9806857638888888
23,0.20391686772927642,0.9848555307539683,0.20675953051873616,0.972316261574074
24,0.20078622549772263,0.986070808531746,0.20047048585755484,0.9850911458333333
25,0.19795153010636568,0.9865296378968254,0.20096076599189214,0.9761791087962963
26,0.19539341470226645,0.9869915674603175,0.1940273397735187,0.9904296875
27,0.1930295811034739,0.9867714533730159,0.19600811813558852,0.9776186342592592
28,0.19080146355554461,0.9875124007936508,0.1956557918872152,0.9754484953703704
29,0.188801571726799,0.9877790178571428,0.19059949581112182,0.9853443287037037
30,0.18745244247838855,0.9881665426587302,0.1862808114715985,0.9927806712962963
31,0.18638339126482606,0.987366691468254,0.18578752343143737,0.9903645833333333
32,0.18484592158347368,0.9877759176587302,0.1840698399714061,0.9869285300925926
33,0.18352011032402515,0.9892206101190476,0.181864538363048,0.9930555555555556
34,0.1821019509807229,0.9902870783730159,0.1814469492861203,0.9937934027777777
35,0.1808848474174738,0.9907614087301587,0.18037264261926925,0.9933810763888888
36,0.1800150196067989,0.9905598958333334,0.17966538561241968,0.9934461805555556
37,0.17918239114806056,0.9914899553571429,0.17910228031022207,0.9936197916666667
38,0.17844980070367455,0.9914341517857143,0.17855023166963033,0.9940248842592593
39,0.17798868846148252,0.9917007688492063,0.1777970790863037,0.9939670138888889
40,0.17754005081951618,0.9912791418650794,0.17879600397178105,0.9913700810185185
41,0.17705180635675788,0.9918371775793651,0.17730706823723658,0.993359375
42,0.17647854331880808,0.992578125,0.1766833577837263,0.9950231481481482
43,0.1761716385371983,0.9933097718253968,0.1774649800998824,0.9933232060185185
44,0.1755600469186902,0.9938740079365079,0.17575487175158092,0.9959273726851852
45,0.17494987463578582,0.9942460317460318,0.17527163880211966,0.9959635416666667
46,0.17469437886029482,0.9948722718253968,0.17504213537488664,0.9958405671296297
47,0.1743000284768641,0.9949342757936508,0.1748572023851531,0.9961733217592592
48,0.17391227232292295,0.995476810515873,0.1744064081992422,0.9961443865740741
49,0.17380992602556944,0.9950334821428571,0.17438685787575586,0.9963541666666667
50,0.17375824227929115,0.9947668650793651,0.17405439913272858,0.9963252314814814
51,0.17341441521421075,0.9955047123015873,0.17410238087177277,0.9968677662037037
52,0.1732051563449204,0.9952070932539683,0.17378925319228852,0.9964699074074074
53,0.17307204380631447,0.9960038442460317,0.17368648201227188,0.9969328703703704
54,0.17292548762634397,0.9955543154761904,0.1735593006014824,0.9967158564814815
55,0.17275786167010665,0.9962518601190476,0.17342392993824823,0.9970847800925926
56,0.1725815669633448,0.9959542410714286,0.17330426403454371,0.9967158564814815
57,0.17249361891299486,0.996391369047619,0.17309905482189997,0.9975260416666667
58,0.17244341550394893,0.9963262648809523,0.1730619647673198,0.9968677662037037
59,0.17226227605715394,0.9961619543650794,0.17296435364655086,0.9970196759259259
60,0.17220062296837568,0.9966083829365079,0.17286851895706995,0.9974030671296297
61,0.1721509238705039,0.9963231646825397,0.17278445724930083,0.9972294560185185
62,0.17200783267617226,0.9964998759920635,0.17266940751246043,0.9974464699074074
63,0.17195531213656068,0.9968005952380953,0.17267662286758423,0.9970992476851852
64,0.17179651837795973,0.9969122023809524,0.17257565472807204,0.9973307291666667
65,0.17177306301891804,0.9972098214285714,0.17247128593070166,0.9978081597222223
66,0.17170139960944653,0.9972005208333333,0.17246594918625696,0.9974175347222223
67,0.17159907706081867,0.9968625992063492,0.17262569495609828,0.9971064814814815
68,0.17157525615766644,0.9971881200396825,0.1723275493298258,0.9974537037037037
69,0.1715487982146442,0.9972780257936508,0.17226861417293549,0.9976417824074074
70,0.1715217586606741,0.9969928075396826,0.17222297936677933,0.9975405092592593
71,0.17135929549112916,0.9975663442460317,0.17223770171403885,0.9976417824074074
72,0.17125090956687927,0.9976748511904762,0.1721436306834221,0.9977358217592592
73,0.17133898055180907,0.9973834325396825,0.17210025233881815,0.9976128472222222
74,0.17124235723167658,0.9975725446428572,0.17207334509917668,0.9978515625
75,0.17124324897304177,0.9975725446428572,0.1720367010150637,0.9976345486111111
76,0.17110667331144214,0.9977368551587301,0.1720662425671305,0.9979890046296296
77,0.1711485395208001,0.9976996527777777,0.1721076230917658,0.9981336805555555
78,0.17105549247935414,0.9979569692460317,0.17193993074553354,0.9976128472222222
79,0.1710635982453823,0.9979817708333333,0.17189142320837295,0.9978298611111112
80,0.1710059172473848,0.997975570436508,0.1719284632376262,0.9980685763888889
81,0.17098295642063022,0.9981057787698413,0.1719084648149354,0.9979383680555556
82,0.1709674932062626,0.9980344742063492,0.17195224229778563,0.9975622106481481
83,0.17084312299266458,0.9979879712301587,0.1718602968113763,0.9977864583333333
84,0.17090085474774241,0.9979507688492063,0.17195556951420649,0.9981987847222222
85,0.17088427441194654,0.998046875,0.17175292649439403,0.9979456018518519
86,0.17080115666612983,0.9980592757936508,0.1717138716152736,0.9980251736111111
87,0.17073078686371446,0.9982111855158731,0.17189987110240118,0.9977864583333333
88,0.17069548647850752,0.998304191468254,0.17166333964892797,0.9979311342592593
89,0.1707510706037283,0.9980530753968254,0.17164489520447596,0.9978949652777778
90,0.1706564724445343,0.9984561011904762,0.1721210926771164,0.9974247685185185
91,0.17073240457102656,0.9983816964285714,0.17189982959202357,0.9979456018518519
92,0.17062403168529272,0.9985119047619048,0.1716273267354284,0.998169849537037
93,0.17067382484674454,0.998592509920635,0.17194359110934393,0.9981987847222222
94,0.1705719754099846,0.9983878968253969,0.1717411002942494,0.9979383680555556
95,0.17061126651242375,0.9984406001984127,0.17151997983455658,0.9983506944444445
96,0.170564076397568,0.9984840029761904,0.1715578522000994,0.9982060185185185
97,0.17047485196962953,0.998601810515873,0.17149461486509868,0.9982494212962963
