Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy
1,0.3284682542441851,0.7731674863047808,0.27914269473574577,0.8424759891055046
2,0.24862499446033007,0.9650717442729083,0.22450105080363947,0.8945196029243119
3,0.21307484324709827,0.9725480888944223,0.19884924235147075,0.8987654099770642
4,0.1936520699604574,0.9772114666334661,0.18579583963669768,0.9138483729931193
5,0.1849758120409521,0.9800995237798805,0.17954797085818894,0.9188933486238532
6,0.18042187950763094,0.9822479612798805,0.17786834710234894,0.9196244266055046
7,0.17738806340561444,0.9839050049800797,0.17379091639037525,0.9252320455848624
8,0.17497923299373383,0.9864471800298805,0.17220109291032915,0.9299087944380734
9,0.1736972965448501,0.9875455210408367,0.17132250103381796,0.9324209790711009
10,0.17298693034753382,0.9883734592878486,0.17148091145064853,0.9348749283256881
11,0.17248600519510854,0.989382703560757,0.17029380456570092,0.9342710722477064
12,0.17217052974311478,0.9899449078685258,0.1710024377621642,0.9366739535550459
13,0.17192698718304653,0.9904771538844621,0.17131813540371185,0.9387211510894495
14,0.17170107061881942,0.9911599694970119,0.17106758085412715,0.9387139836582569
15,0.17151746462540798,0.9917272316982072,0.1712575051762642,0.9378440366972477
16,0.17133743989752584,0.9925450541583666,0.17145979705206846,0.9390660837155963
17,0.17119514847181708,0.9931107600846614,0.17147854941153745,0.9398813790137615
18,0.17108176197426253,0.9935134462151395,0.1708154592218749,0.9388653956422018
19,0.1710161718120613,0.9937585595119522,0.17154079402258637,0.9381235665137615
20,0.17091954276856197,0.9942122136454183,0.17087373506585393,0.9378933127866973
21,0.17084341042070275,0.994480281997012,0.1714660450132615,0.938834934059633
22,0.17078662393577546,0.9947222827440239,0.17138235694771514,0.939268563646789
23,0.17070116203619665,0.9951230235308764,0.17156563699245453,0.9390374139908257
24,0.17069528231107856,0.9951230235308764,0.17237008807309176,0.9396582927178899
25,0.17064321456677412,0.9953794198207171,0.17235000199134196,0.9394764191513761
26,0.17054107239046895,0.9958739261703188,0.17195240756787292,0.9400256235665138
27,0.17051021416348766,0.9960342224850598,0.1710439101545089,0.9386360378440367
28,0.17045281002246052,0.9963306928535857,0.17125494149299936,0.9391064005160551
29,0.17041455369546593,0.996538844621514,0.17221513404211866,0.9393411338876146
30,0.17041280729124744,0.9964870984810758,0.17100957992973678,0.9386897935779817
31,0.17037042263019608,0.9967512761454184,0.1718359578640089,0.9386817302178899
32,0.17035732872457618,0.9967431057021913,0.17169292243795659,0.9399709719036697
33,0.1702949118566703,0.9971045505478088,0.1716771594701557,0.9396726275802753
34,0.170282777087147,0.9971811970866534,0.17208460520166868,0.9392909618692661
35,0.1702658762019944,0.9972333322958168,0.17251794518680746,0.9390714592889908
36,0.17023540160570486,0.9973971302290837,0.17219046906593743,0.9394764191513761
37,0.17031349603873325,0.9969434760956175,0.17223398756543432,0.9391467173165138
38,0.17028034665432584,0.9971018270667331,0.1727563094928724,0.9397407181766055
39,0.17023146603686876,0.9974196962151395,0.17209239372419655,0.9397407181766055
40,0.17021475815440554,0.9974951755478088,0.17272102504695228,0.9405004658830275
41,0.17021598224620896,0.9974846706922311,0.17292740900035297,0.9398813790137615
42,0.17018822720088808,0.9976204556772909,0.17254103118673378,0.9402370627866973
43,0.17013737042824112,0.9979445499252988,0.1725563905928113,0.9401241757454128
44,0.17013266563890464,0.9979682831175298,0.1714572322751404,0.9395543649655963
45,0.17011334672867065,0.9980472640687251,0.17282133378566952,0.9394540209288991
46,0.1701189226125816,0.9979959069970119,0.17247932219724044,0.9401394065366973
47,0.17014058842602003,0.9979036977091633,0.1709992934804444,0.9388035765481652
48,0.17013427609228993,0.9979363794820717,0.1719213979780127,0.9404538775802752
49,0.17019148212505053,0.9975932208665339,0.17151214373767923,0.9387086080848623
50,0.17012111326137863,0.9979783989043824,0.17266914904664415,0.9398482296444954
51,0.1700813813632228,0.9982079494521913,0.1724948299313904,0.9400265194954128
52,0.17011444692117758,0.9980130260209163,0.1717715547719133,0.9394737313646789
53,0.17009501200748156,0.998132859188247,0.1733262964071484,0.9406456063646789
54,0.1700633801074617,0.9983052166334662,0.17258495037708807,0.9395552608944954
55,0.1700518149659928,0.9983744708665339,0.1726958919829185,0.9402370627866973
56,0.17004389479103316,0.9984417797559761,0.1731112349197405,0.9406402307912844
57,0.1700408428432457,0.9984343874501992,0.17311367269502867,0.9403374068233945
58,0.17006425357672322,0.9983172777639442,0.172306293331155,0.939626039277523
59,0.17003519156302113,0.9984736833914343,0.17253767787863356,0.9397837227637614
60,0.1700723443729469,0.9982429656374502,0.1724924956439832,0.9400354787844036
61,0.17003429767145103,0.9984627894671315,0.17283110033481494,0.9404449182912844
62,0.17002015884416513,0.9985483845866534,0.1730198548474443,0.9400489177178899
63,0.1700288100665309,0.9984911914840637,0.17282184657700564,0.9402970900229358
64,0.1700381464454757,0.9984343874501992,0.1720980222618908,0.939616184059633
65,0.1700542726483478,0.9983340077191235,0.17317359750970787,0.9400301032110092
66,0.17002069172393752,0.9985433266932271,0.17314835015786897,0.9404520857224771
67,0.17000465267207993,0.9986269764691235,0.17313453568777906,0.9402720040137614
68,0.17003236342948747,0.9984857445219123,0.1735776353866682,0.9404700043004587
69,0.17001411217854792,0.9985802882221115,0.1725454808921989,0.9415952909977064
70,0.1699983894943716,0.9986635489292829,0.17250196307624152,0.9400068090596331
71,0.17000196743533905,0.9986421501494024,0.17261567000949055,0.9400981938073395
72,0.170018639816231,0.998558889442231,0.1731237898999398,0.9403983299885321
73,0.16999107593321705,0.9986966197709163,0.17302430687694376,0.9407181766055046
74,0.1699967146276003,0.9986810570219123,0.17246843054207092,0.9406796516628441
75,0.1699837465210265,0.9987526456673307,0.17291700457214215,0.9407943305619266
76,0.1699919590793283,0.9986977869770917,0.17215862405409507,0.9406939865252294
77,0.16999055463004398,0.9987199638944223,0.1720374350974319,0.9391700114678899
78,0.17002049978985728,0.9985335999750996,0.17343513708595837,0.9399028813073395
79,0.16999933883488416,0.9986328125,0.17189498587485846,0.9403714521215596
80,0.16998915967950784,0.9987176294820718,0.172503723327173,0.9405891628440367
81,0.1699827466590471,0.9987639286603586,0.17205783205294828,0.9407307196100917
